name	LFID	ontology_acronym	xref_id	xref_definition
ascorbic acid	LFID:0000606	FOBI	http://purl.obolibrary.org/obo/FOBI_030745	
ascorbic acid	LFID:0000606	MDM	https://go.drugbank.com/drugs/DB00126	
ascorbic acid	LFID:0000606	CDNO	http://purl.obolibrary.org/obo/CHEBI_22652	
ascorbic acid	LFID:0000606	MAXO	http://purl.obolibrary.org/obo/CHEBI_22652	
ascorbic acid	LFID:0000606	FOODON	http://purl.obolibrary.org/obo/CHEBI_22652	LanguaL term definition: Food additive; technological purpose(s): acidity regulator, antioxidant, flour treatment agent.
ascorbic acid	LFID:0000606	PMAPP-PMO	http://www.phoc.org.cn/pmo/class/PMO_00016425	
ascorbic acid	LFID:0000606	BERO	http://purl.obolibrary.org/obo/CHEBI_29073	The L-enantiomer of ascorbic acid and conjugate acid of L-ascorbate.
ascorbic acid	LFID:0000606	CDNO	http://purl.obolibrary.org/obo/CHEBI_29073	The L-enantiomer of ascorbic acid and conjugate acid of L-ascorbate.
ascorbic acid	LFID:0000606	FOODON	http://purl.obolibrary.org/obo/CHEBI_29073	The L-enantiomer of ascorbic acid and conjugate acid of L-ascorbate.
ascorbic acid	LFID:0000606	RCD	http://purl.bioontology.org/ontology/RCD/X80RY	
ascorbic acid	LFID:0000606	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000006439	
ascorbic acid	LFID:0000606	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74903	The determination of the amount of Vitamin C present in a sample.
ascorbic acid	LFID:0000606	MDM	https://go.drugbank.com/drugs/DB14490	
ascorbic acid	LFID:0000606	MDM	http://id.nlm.nih.gov/mesh/D001205	
ascorbic acid	LFID:0000606	MDM	https://go.drugbank.com/drugs/DB14484	
ascorbic acid	LFID:0000606	MDM	https://go.drugbank.com/drugs/DB14482	
vitamin E	LFID:0000607	VANDF	http://purl.bioontology.org/ontology/VANDF/4021718	
vitamin E	LFID:0000607	VANDF	http://purl.bioontology.org/ontology/VANDF/4017656	
vitamin E	LFID:0000607	LOINC	http://purl.bioontology.org/ontology/LNC/LP31697-3	
vitamin E	LFID:0000607	RCD	http://purl.bioontology.org/ontology/RCD/X80Rd	
vitamin E	LFID:0000607	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10058765	
vitamin E	LFID:0000607	MESH	http://purl.bioontology.org/ontology/MESH/D014810	A generic descriptor for all TOCOPHEROLS and TOCOTRIENOLS that exhibit ALPHA-TOCOPHEROL activity. By virtue of the phenolic hydrogen on the 2H-1-benzopyran-6-ol nucleus, these compounds exhibit varying degree of antioxidant activity, depending on the site and number of methyl groups and the type of ISOPRENOIDS.
vitamin E	LFID:0000607	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000146035	
vitamin E	LFID:0000607	MEDLINEPLUS	http://purl.bioontology.org/ontology/MEDLINEPLUS/C0042874	"<p><a href=""https://medlineplus.gov/vitamins.html"">Vitamins</a> are substances that your body needs to grow and develop normally. Vitamin E is an <a href=""https://medlineplus.gov/antioxidants.html"">antioxidant</a>. It plays a role in your immune system and metabolic processes.</p> <p>Good sources of vitamin E include:</p><ul> <li>Vegetable oils</li> <li>Margarine</li> <li>Nuts and seeds</li> <li>Leafy greens</li> </ul> <p>Vitamin E is also added to foods like cereals. Most people get enough vitamin E from the foods they eat. People with certain disorders, such as liver diseases, cystic fibrosis, and Crohn's disease may need extra vitamin E. </p> <p>Vitamin E supplements may be harmful for people who take blood thinners and other medicines. Check with your health care provider before taking the supplements.</p> <p class="""">NIH: National Institutes of Health Office of Dietary Supplements</p>"
vitamin E	LFID:0000607	PDQ	http://purl.bioontology.org/ontology/PDQ/CDR0000038321	"A natural fat-soluble antioxidant with potential chemopreventive activity. Vitamin E ameliorates free-radical damage to biological membranes, protecting polyunsaturated fatty acids (PUFA) within membrane phospholipids and within circulating lipoproteins. Peroxyl radicals react 1000-fold faster with vitamin E than with PUFA. In the case of oxygen free radical-mediated tumorigenesis, vitamin E may be chemopreventive. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C942"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C942"" NCI Thesaurus)"
vitamin E	LFID:0000607	RXNORM	http://purl.bioontology.org/ontology/RXNORM/11256	
vitamin E	LFID:0000607	HHEAR	http://rdf.ncbi.nlm.nih.gov/pubchem/compound/14985	
vitamin E	LFID:0000607	BERO	http://purl.obolibrary.org/obo/MESH_D014810	
vitamin E	LFID:0000607	BERO	http://purl.obolibrary.org/obo/CHEBI_33234	Any member of a group of fat-soluble chromanols  that exhibit biological activity against vitamin E deficiency. The vitamers in this class consists of a chroman-6-ol core which is substituted at position 2 by a methyl group and (also at position 2) either a saturated or a triply-unsaturated hydrocarbon chain consisting of three isoprenoid units. The major function of vitamin E is to act as a natural antioxidant by scavenging free radicals and molecular oxygen.
vitamin E	LFID:0000607	MDM	http://id.nlm.nih.gov/mesh/D014810	
vitamin E	LFID:0000607	MDM	https://go.drugbank.com/drugs/DB00163	
vitamin E	LFID:0000607	CDNO	http://purl.obolibrary.org/obo/CHEBI_33234	Any member of a group of fat-soluble chromanols  that exhibit biological activity against vitamin E deficiency. The vitamers in this class consists of a chroman-6-ol core which is substituted at position 2 by a methyl group and (also at position 2) either a saturated or a triply-unsaturated hydrocarbon chain consisting of three isoprenoid units. The major function of vitamin E is to act as a natural antioxidant by scavenging free radicals and molecular oxygen.
vitamin E	LFID:0000607	PMAPP-PMO	http://www.phoc.org.cn/pmo/class/PMO_00017674	
vitamin E	LFID:0000607	MAXO	http://purl.obolibrary.org/obo/CHEBI_33234	Any member of a group of fat-soluble chromanols  that exhibit biological activity against vitamin E deficiency. The vitamers in this class consists of a chroman-6-ol core which is substituted at position 2 by a methyl group and (also at position 2) either a saturated or a triply-unsaturated hydrocarbon chain consisting of three isoprenoid units. The major function of vitamin E is to act as a natural antioxidant by scavenging free radicals and molecular oxygen.
vitamin E	LFID:0000607	FOODON	http://purl.obolibrary.org/obo/CHEBI_33234	Any member of a group of fat-soluble chromanols  that exhibit biological activity against vitamin E deficiency. The vitamers in this class consists of a chroman-6-ol core which is substituted at position 2 by a methyl group and (also at position 2) either a saturated or a triply-unsaturated hydrocarbon chain consisting of three isoprenoid units. The major function of vitamin E is to act as a natural antioxidant by scavenging free radicals and molecular oxygen.
vitamin E	LFID:0000607	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C942	A natural fat-soluble antioxidant with potential chemopreventive activity. Also known as tocopherol, vitamin E ameliorates free-radical damage to biological membranes, protecting polyunsaturated fatty acids (PUFA) within membrane phospholipids and within circulating lipoproteins. Peroxyl radicals react 1000-fold faster with vitamin E than with PUFA.  In the case of oxygen free radical-mediated tumorigenesis, vitamin E may be chemopreventive. (NCI04)
vitamin E	LFID:0000607	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000029271	
vitamin E	LFID:0000607	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000006288	
vitamin E	LFID:0000607	CRISP	http://purl.bioontology.org/ontology/CSP/3147-8235	group of lipoid antioxidants composed of a bicyclic benzo-gamma- pyran ring system with one or more long aliphatic side chains; dietary requirement of rodents and other animals (but not humans) for normal reproduction, circulation, and muscle and other functions.
vitamin E	LFID:0000607	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74906	The determination of the amount of Vitamin E present in a sample.
vitamin E	LFID:0000607	BERO	http://purl.obolibrary.org/obo/CHEBI_18145	An alpha-tocopherol that has R,R,R configuration. The naturally occurring stereoisomer of alpha-tocopherol, it is found particularly in sunflower and olive oils.
vitamin E	LFID:0000607	MDM	https://go.drugbank.com/drugs/DB14002	
vitamin E	LFID:0000607	MDM	https://go.drugbank.com/drugs/DB14003	
vitamin E	LFID:0000607	MDM	https://go.drugbank.com/drugs/DB14001	
vitamin E	LFID:0000607	MDM	http://id.nlm.nih.gov/mesh/D024502	
alpha-tocopherol	LFID:0000607	RCD	http://purl.bioontology.org/ontology/RCD/X80Re	
alpha-tocopherol	LFID:0000607	MESH	http://purl.bioontology.org/ontology/MESH/D024502	A natural tocopherol and one of the most potent antioxidant tocopherols. It exhibits antioxidant activity by virtue of the phenolic hydrogen on the 2H-1-benzopyran-6-ol nucleus. It has four methyl groups on the 6-chromanol nucleus. The natural d form of alpha-tocopherol is more active than its synthetic dl-alpha-tocopherol racemic mixture.
alpha-tocopherol	LFID:0000607	MEDLINEPLUS	http://purl.bioontology.org/ontology/MEDLINEPLUS/C0969677	
alpha-tocopherol	LFID:0000607	SNOMEDCT	http://purl.bioontology.org/ontology/SNOMEDCT/259666007	
alpha-tocopherol	LFID:0000607	PDQ	http://purl.bioontology.org/ontology/PDQ/CDR0000775583	"A naturally-occurring form of vitamin E, a fat-soluble vitamin with potent antioxidant properties. Considered essential for the stabilization of biological membranes (especially those with high amounts of polyunsaturated fatty acids), d-alpha-Tocopherol is a potent peroxyl radical scavenger and inhibits noncompetitively cyclooxygenase activity in many tissues, resulting in a decrease in prostaglandin production. Vitamin E also inhibits angiogenesis and tumor dormancy through suppressing vascular endothelial growth factor (VEGF) gene transcription. Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C74960"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C74960"" NCI Thesaurus)"
alpha-tocopherol	LFID:0000607	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74960	The orally bioavailable alpha form of the naturally-occurring fat-soluble vitamin E, with potent antioxidant and cytoprotective activities.  Upon administration, alpha-tocopherol neutralizes free radicals, thereby protecting tissues and organs from oxidative damage. Alpha-tocopherol gets incorporated into biological membranes, prevents protein oxidation and inhibits lipid peroxidation, thereby maintaining cell membrane integrity and protecting the cell against damage. In addition, alpha-tocopherol inhibits the activity of protein kinase C (PKC) and PKC-mediated pathways. Alpha-tocopherol also modulates the expression of various genes, plays a key role in neurological function, inhibits platelet aggregation and enhances vasodilation. Compared with other forms of tocopherol, alpha-tocopherol is the most biologically active form and is the form that is preferentially absorbed and retained in the body.
alpha-tocopherol	LFID:0000607	BERO	http://purl.obolibrary.org/obo/MESH_D024502	
alpha-tocopherol	LFID:0000607	BERO	http://purl.obolibrary.org/obo/CHEBI_22470	A tocopherol that is chroman-6-ol substituted by methyl groups at positions 2, 5, 7 and 8 and a 4,8,12-trimethyltridecyl group at position 2.
alpha-tocopherol	LFID:0000607	BERO	http://purl.obolibrary.org/obo/NCIT_C74960	The orally bioavailable alpha form of the naturally-occurring fat-soluble vitamin E, with potent antioxidant and cytoprotective activities.  Upon administration, alpha-tocopherol neutralizes free radicals, thereby protecting tissues and organs from oxidative damage. Alpha-tocopherol gets incorporated into biological membranes, prevents protein oxidation and inhibits lipid peroxidation, thereby maintaining cell membrane integrity and protecting the cell against damage. In addition, alpha-tocopherol inhibits the activity of protein kinase C (PKC) and PKC-mediated pathways. Alpha-tocopherol also modulates the expression of various genes, plays a key role in neurological function, inhibits platelet aggregation and enhances vasodilation. Compared with other forms of tocopherol, alpha-tocopherol is the most biologically active form and is the form that is preferentially absorbed and retained in the body.
alpha-tocopherol	LFID:0000607	PMAPP-PMO	http://www.phoc.org.cn/pmo/class/PMO_00017676	
alpha-tocopherol	LFID:0000607	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000011305	
alpha-tocopherol	LFID:0000607	BERO	http://purl.obolibrary.org/obo/CHEBI_18145	An alpha-tocopherol that has R,R,R configuration. The naturally occurring stereoisomer of alpha-tocopherol, it is found particularly in sunflower and olive oils.
alpha-tocopherol	LFID:0000607	MDM	https://go.drugbank.com/drugs/DB14002	
alpha-tocopherol	LFID:0000607	MDM	https://go.drugbank.com/drugs/DB14003	
alpha-tocopherol	LFID:0000607	MDM	https://go.drugbank.com/drugs/DB14001	
alpha-tocopherol	LFID:0000607	MDM	http://id.nlm.nih.gov/mesh/D014810	
alpha-tocopherol	LFID:0000607	MDM	http://id.nlm.nih.gov/mesh/D024502	
alpha-tocopherol	LFID:0000607	MDM	https://go.drugbank.com/drugs/DB00163	
alpha-tocopherol	LFID:0000607	CDNO	http://purl.obolibrary.org/obo/CHEBI_22470	A tocopherol that is chroman-6-ol substituted by methyl groups at positions 2, 5, 7 and 8 and a 4,8,12-trimethyltridecyl group at position 2.
alpha-tocopherol	LFID:0000607	FOODON	http://purl.obolibrary.org/obo/CHEBI_22470	A tocopherol that is chroman-6-ol substituted by methyl groups at positions 2, 5, 7 and 8 and a 4,8,12-trimethyltridecyl group at position 2.
tocotrienols	LFID:0000607	MESH	http://purl.bioontology.org/ontology/MESH/D024508	Natural analogs of TOCOPHEROLS exhibiting antioxidant activity. These tocol derivatives and isomers contain a benzopyran ring and an unsaturated isoprenoid side chain.
tocotrienols	LFID:0000607	RXNORM	http://purl.bioontology.org/ontology/RXNORM/578285	
tocotrienols	LFID:0000607	BERO	http://purl.obolibrary.org/obo/MESH_D024508	
tocotrienols	LFID:0000607	MDM	http://id.nlm.nih.gov/mesh/D024508	
tocotrienols	LFID:0000607	PMAPP-PMO	http://www.phoc.org.cn/pmo/class/PMO_00017679	
tocotrienols	LFID:0000607	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000167003	
tocotrienols	LFID:0000607	BERO	http://purl.obolibrary.org/obo/CHEBI_33235	A tocol in which the hydrocarbon chain at position 2 contains three double bonds.
tocotrienols	LFID:0000607	CDNO	http://purl.obolibrary.org/obo/CHEBI_33235	A tocol in which the hydrocarbon chain at position 2 contains three double bonds.
tocotrienols	LFID:0000607	MDM	https://go.drugbank.com/drugs/DB12647	
tocotrienols	LFID:0000607	FOODON	http://purl.obolibrary.org/obo/CHEBI_33235	A tocol in which the hydrocarbon chain at position 2 contains three double bonds.
vitamin D	LFID:0000608	VANDF	http://purl.bioontology.org/ontology/VANDF/4021717	
vitamin D	LFID:0000608	VANDF	http://purl.bioontology.org/ontology/VANDF/4017649	
vitamin D	LFID:0000608	RCD	http://purl.bioontology.org/ontology/RCD/Ub09R	
vitamin D	LFID:0000608	LOINC	http://purl.bioontology.org/ontology/LNC/LP31696-5	
vitamin D	LFID:0000608	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10050713	
vitamin D	LFID:0000608	MESH	http://purl.bioontology.org/ontology/MESH/D014807	A vitamin that includes both CHOLECALCIFEROLS and ERGOCALCIFEROLS, which have the common effect of preventing or curing RICKETS in animals. It can also be viewed as a hormone since it can be formed in SKIN by action of ULTRAVIOLET RAYS upon the precursors, 7-dehydrocholesterol and ERGOSTEROL, and acts on VITAMIN D RECEPTORS to regulate CALCIUM in opposition to PARATHYROID HORMONE.
vitamin D	LFID:0000608	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000146028	
vitamin D	LFID:0000608	MEDLINEPLUS	http://purl.bioontology.org/ontology/MEDLINEPLUS/C0042866	"<p><a href=""https://medlineplus.gov/vitamins.html"">Vitamins</a> are substances that your body needs to grow and develop normally. Vitamin D helps your body absorb <a href=""https://medlineplus.gov/calcium.html"">calcium</a>. Calcium is one of the main building blocks of bone. <a href=""https://medlineplus.gov/vitaminddeficiency.html"">A lack of vitamin D</a> can lead to bone diseases such as <a href=""https://medlineplus.gov/osteoporosis.html"">osteoporosis</a> or <a href=""https://medlineplus.gov/rickets.html"">rickets</a>. Vitamin D also has a role in your nerve, muscle, and immune systems.</p> <p>You can get vitamin D in three ways: through your skin, from your diet, and from supplements. Your body forms vitamin D naturally after exposure to sunlight. However, too much sun exposure can lead to skin aging and skin cancer. So many people try to get their vitamin D from other sources.</p> <p>Vitamin D-rich foods include egg yolks, saltwater fish, and liver. Some other foods, like milk and cereal, often have added vitamin D. </p> <p>You can also take vitamin D supplements. Check with your health care provider to see how much you should take. People who might need extra vitamin D include:</p><ul> <li>Older adults</li> <li>Breastfed infants</li> <li>People with dark skin</li> <li>People with certain conditions, such as liver diseases, cystic fibrosis and Crohn's disease</li> <li>People who have obesity or have had gastric bypass surgery</li> </ul> <p class="""">NIH: National Institutes of Health Office of Dietary Supplements</p>"
vitamin D	LFID:0000608	CRISP	http://purl.bioontology.org/ontology/CSP/3147-7137	family of natural and synthetic C(28) sterols with hypercalcemic activity, many of which require metabolic or photo-activation; deficiency causes rickets in children and osteomalacia in adults.
vitamin D	LFID:0000608	PDQ	http://purl.bioontology.org/ontology/PDQ/CDR0000467750	"A family of lipo-soluble steroids important to the absorption, metabolism, and function of calcium and phosphorus and the growth and development of bone and tooth enamel. Found naturally in animal tissues, cholecalciferol (vitamin D3) is formed in the skin when ultraviolet light activates cholesterol conversion into vitamin D3. Ultraviolet irradiation of ergosterol (plant vitamin D) forms ergocalciferol (vitamin D2). Check for ""https://www.cancer.gov/about-cancer/treatment/clinical-trials/intervention/C941"" active clinical trials using this agent. (""http://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI%20Thesaurus&code=C941"" NCI Thesaurus)"
vitamin D	LFID:0000608	RXNORM	http://purl.bioontology.org/ontology/RXNORM/11253	
vitamin D	LFID:0000608	HHEAR	http://purl.obolibrary.org/obo/CHEBI_27300	Vitamin D is a group of fat-soluble prohormones, which can be obtained from sun exposure, food and supplements. Vitamin D is biologically inactive and converted to the biologically active calcitriol via double hydroxylation in the body.
vitamin D	LFID:0000608	BERO	http://purl.obolibrary.org/obo/MESH_D014807	
vitamin D	LFID:0000608	BERO	http://purl.obolibrary.org/obo/CHEBI_27300	Any member of a group of fat-soluble hydroxy seco-steroids that exhibit biological activity against vitamin D deficiency. Vitamin D  can be obtained from sun exposure, food and supplements and is biologically inactive and converted into the biologically active calcitriol via double hydroxylation in the body.
vitamin D	LFID:0000608	MDM	https://go.drugbank.com/drugs/DB11094	
vitamin D	LFID:0000608	TXPO	http://purl.obolibrary.org/obo/IMR_0100040	
vitamin D	LFID:0000608	CDNO	http://purl.obolibrary.org/obo/CHEBI_27300	Any member of a group of fat-soluble hydroxy seco-steroids that exhibit biological activity against vitamin D deficiency. Vitamin D  can be obtained from sun exposure, food and supplements and is biologically inactive and converted into the biologically active calcitriol via double hydroxylation in the body.
vitamin D	LFID:0000608	MDM	http://id.nlm.nih.gov/mesh/D014807	
vitamin D	LFID:0000608	MAXO	http://purl.obolibrary.org/obo/CHEBI_27300	Any member of a group of fat-soluble hydroxy seco-steroids that exhibit biological activity against vitamin D deficiency. Vitamin D  can be obtained from sun exposure, food and supplements and is biologically inactive and converted into the biologically active calcitriol via double hydroxylation in the body.
vitamin D	LFID:0000608	PMAPP-PMO	http://www.phoc.org.cn/pmo/class/PMO_00018739	
vitamin D	LFID:0000608	FOODON	http://purl.obolibrary.org/obo/CHEBI_27300	Any member of a group of fat-soluble hydroxy seco-steroids that exhibit biological activity against vitamin D deficiency. Vitamin D  can be obtained from sun exposure, food and supplements and is biologically inactive and converted into the biologically active calcitriol via double hydroxylation in the body.
vitamin D	LFID:0000608	HOIP	http://purl.obolibrary.org/obo/IMR_0100040	
vitamin D	LFID:0000608	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C941	A family of lipo-soluble steroids important to the absorption, metabolism, and function of calcium and phosphorus and the growth and development of bone and tooth enamel. Found naturally in animal tissues, cholecalciferol (vitamin D3) is formed in the skin when ultraviolet light activates cholesterol conversion into vitamin D3. Ultraviolet irradiation of ergosterol (plant vitamin D) forms ergocalciferol (vitamin D2). (NCI04)
vitamin D	LFID:0000608	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000029270	
vitamin D	LFID:0000608	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000006277	
vitamin D	LFID:0000608	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000175952	
vitamin D	LFID:0000608	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C29029	Vitamin D2, a fat-soluble vitamin important for many biochemical processes including the absorption and metabolism of calcium and phosphorus.  In vivo, ergocalciferol is formed after sun (ultraviolet) irradiation of plant-derived ergosterol, another form of vitamin D. Ergocalciferol is the form of vitamin D usually found in vitamin supplements. (NCI04)
vitamin D	LFID:0000608	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C74905	The determination of the amount of Vitamin D3 present in a sample.
vitamin D	LFID:0000608	BERO	http://purl.obolibrary.org/obo/CHEBI_89324	
vitamin D	LFID:0000608	MDM	http://id.nlm.nih.gov/mesh/D004872	
vitamin D	LFID:0000608	MDM	https://go.drugbank.com/drugs/DB00153	
vitamin B	LFID:0000609	VANDF	http://purl.bioontology.org/ontology/VANDF/4021074	
vitamin B	LFID:0000609	VANDF	http://purl.bioontology.org/ontology/VANDF/4021904	
vitamin B	LFID:0000609	NDDF	http://purl.bioontology.org/ontology/NDDF/001008	
vitamin B	LFID:0000609	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000148535	
vitamin B	LFID:0000609	MEDLINEPLUS	http://purl.bioontology.org/ontology/MEDLINEPLUS/C0042849	"<p>The B vitamins are:</p><ul> <li>B1 (thiamine)</li> <li>B2 (riboflavin)</li> <li>B3 (niacin)</li> <li>B5 (pantothenic acid)</li> <li>B6</li> <li> B7 (biotin)</li> <li>B12</li> <li><a href=""https://medlineplus.gov/folicacid.html"">Folic acid</a></li> </ul> <p>These vitamins help the process your body uses to get or make energy from the food you eat. They also help form red blood cells. You can get B vitamins from proteins such as fish, poultry, meat, eggs, and dairy products. Leafy green vegetables, beans, and peas also have B vitamins. Many cereals and some breads have added B vitamins.</p> <p>Not getting enough of certain B vitamins can cause diseases. A lack of B12 or B6 can cause <a href=""https://medlineplus.gov/anemia.html"">anemia</a>.</p>"
vitamin B	LFID:0000609	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000029457	
vitamin B	LFID:0000609	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45812	A class of nutrients that are in the water-soluble B-vitamin family.  B vitamins include thiamine, riboflavin, niacin (nicotinic acid), niacinamide (nicotinamide), the vitamin B6 group (including pyridoxine, pyridoxal, pyridoxamine), biotin, pantothenic acid, folic acid, and possibly para-aminobenzoic.
vitamin B	LFID:0000609	CIDO	http://purl.obolibrary.org/obo/CHEBI_75769	Any member of the group of eight water-soluble vitamins originally thought to be a single compound (vitamin B) that play important roles in cell metabolism. The group comprises of vitamin B1, B2, B3, B5, B6, B7, B9, and B12 (Around 20 other compounds were once thought to be B vitamins but are no longer classified as such).
vitamin B	LFID:0000609	BERO	http://purl.obolibrary.org/obo/CHEBI_75769	Any member of the group of eight water-soluble vitamins originally thought to be a single compound (vitamin B) that play important roles in cell metabolism. The group comprises of vitamin B1, B2, B3, B5, B6, B7, B9, and B12 (Around 20 other compounds were once thought to be B vitamins but are no longer classified as such).
vitamin B	LFID:0000609	CDNO	http://purl.obolibrary.org/obo/CHEBI_75769	Any member of the group of eight water-soluble vitamins originally thought to be a single compound (vitamin B) that play important roles in cell metabolism. The group comprises of vitamin B1, B2, B3, B5, B6, B7, B9, and B12 (Around 20 other compounds were once thought to be B vitamins but are no longer classified as such).
vitamin B	LFID:0000609	MAXO	http://purl.obolibrary.org/obo/CHEBI_75769	Any member of the group of eight water-soluble vitamins originally thought to be a single compound (vitamin B) that play important roles in cell metabolism. The group comprises of vitamin B1, B2, B3, B5, B6, B7, B9, and B12 (Around 20 other compounds were once thought to be B vitamins but are no longer classified as such).
vitamin B	LFID:0000609	FOODON	http://purl.obolibrary.org/obo/CHEBI_75769	Any member of the group of eight water-soluble vitamins originally thought to be a single compound (vitamin B) that play important roles in cell metabolism. The group comprises of vitamin B1, B2, B3, B5, B6, B7, B9, and B12 (Around 20 other compounds were once thought to be B vitamins but are no longer classified as such).
vitamin B6	LFID:0000610	RCD	http://purl.bioontology.org/ontology/RCD/X80RV	
vitamin B6	LFID:0000610	VANDF	http://purl.bioontology.org/ontology/VANDF/4017779	
vitamin B6	LFID:0000610	LOINC	http://purl.bioontology.org/ontology/LNC/LP31694-0	
vitamin B6	LFID:0000610	MEDDRA	http://purl.bioontology.org/ontology/MEDDRA/10047613	
vitamin B6	LFID:0000610	NDFRT	http://purl.bioontology.org/ontology/NDFRT/N0000146140	
vitamin B6	LFID:0000610	CRISP	http://purl.bioontology.org/ontology/CSP/3147-4758	group of water soluble B vitamins based on a polyhydroxy substituted pyridine structure, whose phosphate derivatives are important coenzymes in aminoacid metabolism.
vitamin B6	LFID:0000610	RXNORM	http://purl.bioontology.org/ontology/RXNORM/42954	
vitamin B6	LFID:0000610	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C1334	A group of water-soluble vitamins essential for metabolism and normal physiological functions. B6 vitamins, including pyridoxine, pyridoxal, and pyridoxamine, are converted in vivo to pyridoxal phosphate, a cofactor necessary for the synthesis of amino acids, neurotransmitters, and sphingolipids.  More than 100 enzymes involved in protein metabolism require vitamin B6 as a cofactor. Vitamin B6 is essential to red blood cell, nervous system, and immune systems functions and helps maintain normal blood glucose levels. Vitamin B6 is found in a wide variety of foods including cereals, beans, meat, poultry, fish, and some fruits and vegetables. (NCI04)
vitamin B6	LFID:0000610	HHEAR	http://purl.obolibrary.org/obo/CHEBI_27306	
vitamin B6	LFID:0000610	BERO	http://purl.obolibrary.org/obo/NCIT_C1334	A group of water-soluble vitamins essential for metabolism and normal physiological functions. B6 vitamins, including pyridoxine, pyridoxal, and pyridoxamine, are converted in vivo to pyridoxal phosphate, a cofactor necessary for the synthesis of amino acids, neurotransmitters, and sphingolipids.  More than 100 enzymes involved in protein metabolism require vitamin B6 as a cofactor. Vitamin B6 is essential to red blood cell, nervous system, and immune systems functions and helps maintain normal blood glucose levels. Vitamin B6 is found in a wide variety of foods including cereals, beans, meat, poultry, fish, and some fruits and vegetables. (NCI04)
vitamin B6	LFID:0000610	BERO	http://purl.obolibrary.org/obo/CHEBI_27306	Any member of the group of pyridines that exhibit biological activity against vitamin B6 deficiency. Vitamin B6 deficiency is associated with microcytic anemia, electroencephalographic abnormalities, dermatitis with cheilosis (scaling on the lips and cracks at the corners of the mouth) and glossitis (swollen tongue), depression and confusion, and weakened immune function. Vitamin B6 consists of the vitamers pyridoxine, pyridoxal, and pyridoxamine and their respective 5'-phosphate esters (and includes their corresponding ionized and salt forms).
vitamin B6	LFID:0000610	CDNO	http://purl.obolibrary.org/obo/CHEBI_27306	Any member of the group of pyridines that exhibit biological activity against vitamin B6 deficiency. Vitamin B6 deficiency is associated with microcytic anemia, electroencephalographic abnormalities, dermatitis with cheilosis (scaling on the lips and cracks at the corners of the mouth) and glossitis (swollen tongue), depression and confusion, and weakened immune function. Vitamin B6 consists of the vitamers pyridoxine, pyridoxal, and pyridoxamine and their respective 5'-phosphate esters (and includes their corresponding ionized and salt forms).
vitamin B6	LFID:0000610	MAXO	http://purl.obolibrary.org/obo/CHEBI_27306	Any member of the group of pyridines that exhibit biological activity against vitamin B6 deficiency. Vitamin B6 deficiency is associated with microcytic anemia, electroencephalographic abnormalities, dermatitis with cheilosis (scaling on the lips and cracks at the corners of the mouth) and glossitis (swollen tongue), depression and confusion, and weakened immune function. Vitamin B6 consists of the vitamers pyridoxine, pyridoxal, and pyridoxamine and their respective 5'-phosphate esters (and includes their corresponding ionized and salt forms).
